iter	Logloss
113	0.6616430874
114	0.6616164354
115	0.6615682999
116	0.6615087203
117	0.6614589615
118	0.6614219373
119	0.6613811491
120	0.6613208461
121	0.6612805148
122	0.6612269864
123	0.6611697197
124	0.6611210854
125	0.6610838622
126	0.6610139174
127	0.6609697073
128	0.6609361307
129	0.6608868099
130	0.6608483505
131	0.6607966593
132	0.6607491423
133	0.6607095942
134	0.6606421782
135	0.6605895165
136	0.6605369293
137	0.6605044294
138	0.6604409072
139	0.6604071097
140	0.6603608289
141	0.6603214893
142	0.6602552319
143	0.6601742741
144	0.660141294
145	0.6601060377
146	0.6600654851
147	0.6600333828
148	0.6599900993
149	0.6599299272
150	0.6598848266
151	0.6598611128
152	0.6598195208
153	0.6597843433
154	0.6597267197
155	0.6596779772
156	0.6596473159
157	0.6596132294
158	0.6595747592
159	0.6595451496
160	0.659511927
161	0.6594590079
162	0.6594153662
163	0.6593564664
164	0.6593257384
165	0.6592717342
166	0.6592272339
167	0.659194978
168	0.6591658012
169	0.6591411347
170	0.6591055009
171	0.6590702577
172	0.6590491283
173	0.6590114768
174	0.658974701
175	0.6589549409
176	0.6589073259
177	0.6588761253
178	0.6588347498
179	0.6587799529
180	0.6587559972
181	0.6587062578
182	0.6586860285
183	0.6586414598
184	0.6585932722
185	0.6585476938
186	0.6584883244
187	0.6584666441
188	0.6584321534
189	0.6584003483
190	0.6583555377
191	0.6583263354
192	0.6583062038
193	0.6582657878
194	0.6582192054
195	0.6581762307
196	0.6581482666
197	0.658127505
198	0.6580706148
199	0.6580333007
200	0.6580032397
201	0.6579622074
202	0.6579270089
203	0.6578930364
204	0.6578709044
205	0.6578289555
206	0.6578152368
207	0.657789112
208	0.6577409021
209	0.6577128652
210	0.6576725641
211	0.6576594992
212	0.6576331951
213	0.6575974211
214	0.657564526
215	0.6575345134
216	0.6575055306
217	0.6574666986
218	0.6574345365
219	0.6573825317
220	0.6573652895
221	0.6573345779
222	0.6572935387
223	0.6572623681
224	0.6572274103
225	0.6572082218
226	0.6571780966
227	0.6571561727
228	0.6571179441
229	0.6570761646
230	0.6570467068
231	0.6570148565
232	0.6569891386
233	0.6569570913
234	0.6569374504
235	0.656908093
236	0.6568838938
237	0.6568472816
238	0.656830828
239	0.6568129289
240	0.6567695483
241	0.6567445743
242	0.6567248462
243	0.6566847704
244	0.6566370693
245	0.6566204717
246	0.6565766929
247	0.6565513363
248	0.6565079496
249	0.6564700369
250	0.6564354808
251	0.6564063596
252	0.6563832796
253	0.6563678839
254	0.6563521819
255	0.6563197573
256	0.6562949307
257	0.656273538
258	0.6562571935
259	0.6562318519
260	0.6562151948
261	0.6561906928
262	0.6561667169
263	0.6561486891
264	0.6561161373
265	0.656082388
266	0.6560504516
267	0.6560352026
268	0.6560115557
269	0.6559826462
270	0.655966682
271	0.6559377907
272	0.6559203963
273	0.655899916
274	0.6558666899
275	0.6558400723
276	0.6558055145
277	0.6557848936
278	0.6557638883
279	0.6557203396
280	0.6556988009
281	0.655679192
282	0.6556454824
283	0.6556294808
284	0.6556074413
285	0.6555768446
286	0.655551853
287	0.6555332636
288	0.6554935554
289	0.6554708692
290	0.6554418939
291	0.655414222
292	0.6553972669
293	0.6553668756
294	0.6553433951
295	0.6553172136
296	0.655280388
297	0.6552612996
298	0.6552445877
299	0.655231771
300	0.6552137179
301	0.6551846066
302	0.6551594382
303	0.6551229936
304	0.6551124576
305	0.6550775775
306	0.6550676425
307	0.655049068
308	0.6550050094
309	0.6549758288
310	0.6549478105
311	0.654925661
312	0.6549089934
313	0.6548884669
314	0.6548691254
315	0.6548442974
316	0.654819482
317	0.6547964984
318	0.6547783834
319	0.6547624444
320	0.6547419681
321	0.6547124397
322	0.654686475
323	0.6546582398
324	0.6546412744
325	0.6546196629
326	0.6545813069
327	0.6545494164
328	0.6545322477
329	0.65448669
330	0.6544697801
331	0.6544311745
332	0.6544124459
333	0.6543847585
334	0.6543707691
335	0.6543553086
336	0.6543349773
337	0.6542768117
338	0.6542514897
339	0.6542318432
340	0.6542050451
341	0.6541805279
342	0.6541530474
343	0.6541095678
344	0.65408991
345	0.6540788734
346	0.6540627771
347	0.654042043
348	0.654023469
349	0.6540061889
350	0.6539889909
351	0.6539760402
352	0.6539412544
353	0.6539268757
354	0.653912196
355	0.6538925682
356	0.6538830992
357	0.6538735594
358	0.6538581566
359	0.6538195398
360	0.6538001791
361	0.6537590984
362	0.6537436558
363	0.6537297317
364	0.6537079489
365	0.6536821038
366	0.6536505455
367	0.6536329513
368	0.6536230178
369	0.6536057157
370	0.6535764793
371	0.6535609707
372	0.653549814
373	0.6535388632
374	0.6535238454
375	0.6534989163
376	0.6534866265
377	0.653471593
378	0.6534579143
379	0.6534415548
380	0.6534274753
381	0.6534053246
382	0.65339418
383	0.6533743062
384	0.6533495384
385	0.6533344238
386	0.6533238604
387	0.653307596
388	0.6532935644
389	0.6532797582
390	0.6532581932
391	0.6532427059
392	0.6532297516
393	0.6532117297
394	0.6531984844
395	0.6531839896
396	0.6531609729
397	0.6531494865
398	0.6531356892
399	0.6531148356
400	0.6531010359
401	0.6530888414
402	0.6530701817
403	0.6530597513
404	0.6530195854
405	0.6529963171
406	0.6529873065
407	0.6529611745
408	0.6529513552
409	0.6529257938
410	0.6529117465
411	0.6529002713
412	0.6528775224
413	0.6528621254
414	0.6528400893
415	0.6528259829
416	0.6528083719
417	0.652789402
418	0.6527713793
419	0.6527602982
420	0.6527360678
421	0.6527240757
422	0.652708147
423	0.6526962361
424	0.6526568314
425	0.6526436863
426	0.6526152123
427	0.6525907064
428	0.6525618039
429	0.6525486795
430	0.6525279609
431	0.6525186407
432	0.6524992955
433	0.6524578661
434	0.6524506797
435	0.652437104
436	0.652411887
437	0.6523875894
438	0.6523779877
439	0.652354487
440	0.652336335
441	0.6523207093
442	0.6523071043
443	0.6522900028
444	0.6522713644
445	0.6522621703
446	0.652239492
447	0.652220955
448	0.6522022298
449	0.6521811012
450	0.6521728332
451	0.6521567911
452	0.6521361868
453	0.6521243683
454	0.6521028823
455	0.6520901609
456	0.6520735326
457	0.6520564969
458	0.6520381358
459	0.6520291816
460	0.6520103606
461	0.652003334
462	0.6519805603
463	0.6519672902
464	0.6519523529
465	0.651932651
466	0.6519155852
467	0.6519104522
468	0.6519031325
469	0.6518797681
470	0.6518611305
471	0.6518515802
472	0.6518373232
473	0.6518122812
474	0.6517872223
475	0.6517691327
476	0.6517570106
477	0.6517455343
478	0.6517312756
479	0.651718408
480	0.6516931035
481	0.6516757764
482	0.65166496
483	0.6516433372
484	0.6516309591
485	0.6516121382
486	0.6515885867
487	0.6515806487
488	0.6515571827
489	0.6515454077
490	0.6515234609
491	0.6515170219
492	0.6515025187
493	0.6514775737
494	0.6514544603
495	0.6514362516
496	0.6514246211
497	0.6513972831
498	0.6513811025
499	0.6513591748
500	0.6513401017
501	0.6513346001
502	0.6513192051
503	0.6512955861
504	0.6512700777
505	0.6512581025
506	0.651242229
507	0.6512240391
508	0.6512012003
509	0.6511824376
510	0.6511727293
511	0.6511594211
512	0.6511424849
513	0.6511253328
514	0.6511061755
515	0.6510870039
516	0.6510627914
517	0.6510492591
518	0.6510250308
519	0.6510071643
520	0.6509895886
521	0.6509712938
522	0.6509564189
523	0.6509451752
524	0.6509327888
525	0.6509063419
526	0.6508936604
527	0.6508853178
528	0.6508771653
529	0.6508615686
530	0.6508469804
531	0.6508312017
532	0.6508179831
533	0.6508098453
534	0.6507999658
535	0.6507821647
536	0.6507699148
537	0.6507595782
538	0.6507397117
539	0.6507235614
540	0.6507094618
541	0.6506981148
542	0.6506893987
543	0.6506643726
544	0.6506509735
545	0.6506348732
546	0.6506257115
547	0.6506129336
548	0.650604175
549	0.6505916919
550	0.6505721108
551	0.6505573351
552	0.650543892
553	0.6505258604
554	0.6505180632
555	0.6504975058
556	0.6504885047
557	0.6504785216
558	0.6504582143
559	0.6504477393
560	0.6504236918
561	0.6504127428
562	0.6504038378
563	0.650391118
564	0.6503713407
565	0.6503557122
566	0.6503461517
567	0.6503419729
568	0.6503178216
569	0.6502999347
570	0.650266675
571	0.6502535325
572	0.6502336969
573	0.6502110116
574	0.6501998274
575	0.6501898517
576	0.6501819603
577	0.650172253
578	0.6501668949
579	0.6501591547
580	0.650150295
581	0.6501387053
582	0.6501152287
583	0.6500933205
584	0.6500675699
585	0.6500472629
586	0.6500385408
587	0.6500330481
588	0.6500185155
589	0.649997399
590	0.6499831109
591	0.6499743938
592	0.6499656653
593	0.6499531406
594	0.6499387276
595	0.6499253572
596	0.6499165003
597	0.6499047328
598	0.6498775245
599	0.6498589861
600	0.6498381687
601	0.6498259224
602	0.6498112559
603	0.6497942438
604	0.6497874973
605	0.6497662082
606	0.6497551781
607	0.6497369006
608	0.6497251403
609	0.6497080053
610	0.649700206
611	0.6496830331
612	0.649669494
613	0.6496599735
614	0.6496446105
615	0.6496380064
616	0.6496245282
617	0.6496134154
618	0.6496078195
619	0.6495950071
620	0.649584481
621	0.6495749606
622	0.6495649063
623	0.6495529221
624	0.6495392674
625	0.6495256377
626	0.6495162427
627	0.6495091464
628	0.649488537
629	0.6494763493
630	0.6494589634
631	0.6494429933
632	0.6494225346
633	0.6494157834
634	0.6494057194
635	0.6493903093
636	0.6493759537
637	0.649365843
638	0.6493578289
639	0.6493413179
640	0.6493341776
641	0.6493126421
642	0.649306434
643	0.649285987
644	0.6492766701
645	0.6492682507
646	0.649249564
647	0.6492327821
648	0.6492211081
649	0.649202387
650	0.649191729
651	0.6491848625
652	0.649173345
653	0.6491536265
654	0.6491468922
655	0.6491299155
656	0.6491199187
657	0.6491129811
658	0.6491028527
659	0.6490961142
660	0.6490832448
661	0.6490760384
662	0.6490620076
663	0.6490562926
664	0.6490474837
665	0.6490344429
666	0.6490319243
667	0.6490211053
668	0.6490026339
669	0.6489967297
670	0.6489910357
671	0.6489732299
672	0.6489495431
673	0.6489373855
674	0.6489302609
675	0.6489162897
676	0.6488973126
677	0.6488839018
678	0.648877736
679	0.6488563262
680	0.6488417788
681	0.6488350124
682	0.6488232333
683	0.6488167177
684	0.6488064628
685	0.6488003772
686	0.6487876132
687	0.6487795969
688	0.6487562094
689	0.6487507082
690	0.6487452386
691	0.6487400963
692	0.6487145138
693	0.6487064781
694	0.6486982861
695	0.6486936999
696	0.6486817439
697	0.6486672866
698	0.6486625812
699	0.6486517766
700	0.6486438193
701	0.6486326879
702	0.6486245709
703	0.6486166573
704	0.6486058632
705	0.6485904441
706	0.6485761402
707	0.6485665833
708	0.6485543256
709	0.6485464513
710	0.6485398161
711	0.6485254245
712	0.6485130529
713	0.6484918872
714	0.6484831693
715	0.6484789482
716	0.6484666111
717	0.6484501927
718	0.6484386651
719	0.6484213451
720	0.6484153679
721	0.6483926603
722	0.6483769096
723	0.6483714321
724	0.6483645827
725	0.6483565785
726	0.648346333
727	0.648329815
728	0.648320518
729	0.648308529
730	0.6483014051
731	0.6482893786
732	0.6482790357
733	0.6482611288
734	0.6482545236
735	0.6482399926
736	0.6482344048
737	0.648213227
738	0.6482014101
739	0.6481875366
740	0.6481768139
741	0.648170771
742	0.6481618868
743	0.6481497158
744	0.6481391597
745	0.6481266241
746	0.6481210553
747	0.648107259
748	0.648097616
749	0.6480840953
750	0.6480731519
751	0.6480535342
752	0.6480489219
753	0.6480436801
754	0.6480363793
755	0.6480297208
756	0.6480189314
757	0.6480149068
758	0.6480042467
759	0.6479986777
760	0.6479847936
761	0.6479800821
762	0.6479729016
763	0.6479608236
764	0.6479500531
765	0.6479352439
766	0.6479236048
767	0.6479063032
768	0.6478909628
769	0.6478833155
770	0.6478725159
771	0.6478651682
772	0.6478567887
773	0.6478424818
774	0.6478338886
775	0.6478231097
776	0.647815122
777	0.6478089988
778	0.6477955988
779	0.6477876632
780	0.6477781587
781	0.6477692369
782	0.647757871
783	0.6477490557
784	0.6477403454
785	0.6477304585
786	0.6477150923
787	0.6477065607
788	0.64769278
789	0.6476852597
790	0.6476787024
791	0.6476706327
792	0.6476560805
793	0.647631682
794	0.6476178861
795	0.6476131215
796	0.6476066447
797	0.6476024827
798	0.6475922281
799	0.6475827067
800	0.6475778801
801	0.6475670085
802	0.6475555582
803	0.6475406047
804	0.6475340671
805	0.6475256186
806	0.6475214667
807	0.6475125681
808	0.6475100183
809	0.6475014333
810	0.6474935032
811	0.6474860429
812	0.6474722454
813	0.6474608346
814	0.6474539396
815	0.6474449318
816	0.6474368605
817	0.6474242958
818	0.6474200353
819	0.6474075144
820	0.6474032361
821	0.6473956386
822	0.647391443
823	0.647380274
824	0.6473693582
825	0.647356592
826	0.6473483707
827	0.6473385953
828	0.6473331182
829	0.6473247249
830	0.6473168018
831	0.6473066014
832	0.6473010695
833	0.6472947631
834	0.6472839711
835	0.6472680082
836	0.647252821
837	0.6472460212
838	0.6472369044
839	0.64721724
840	0.6472137196
841	0.6472057985
842	0.6471978414
843	0.6471955343
844	0.6471879774
845	0.6471794575
846	0.6471723666
847	0.6471700759
848	0.6471616466
849	0.6471528143
850	0.6471466637
851	0.6471380269
852	0.6471344813
853	0.6471214177
854	0.6471111024
855	0.6471047862
856	0.6470992262
857	0.6470918731
858	0.6470820954
859	0.6470760529
860	0.6470621567
861	0.6470559897
862	0.647048944
863	0.6470335712
864	0.6470234788
865	0.6470135586
866	0.6470094604
867	0.6469995158
868	0.6469826156
869	0.6469704411
870	0.6469515539
871	0.6469453191
872	0.646935345
873	0.6469313291
874	0.6469247112
875	0.6469165671
876	0.6469060342
877	0.6468982639
878	0.6468923401
879	0.6468857977
880	0.6468769107
881	0.646855885
882	0.6468490386
883	0.646840219
884	0.646832164
885	0.6468215263
886	0.6468115952
887	0.6468068352
888	0.6467958445
889	0.6467856327
890	0.6467758859
891	0.6467709524
892	0.6467602583
893	0.6467369208
894	0.6467307032
895	0.6467247404
896	0.6467116765
897	0.6467053911
898	0.6466988171
899	0.6466931283
900	0.6466799281
901	0.6466689691
902	0.6466539131
903	0.6466457211
904	0.6466329339
905	0.6466259891
906	0.6466112174
907	0.6465965452
908	0.6465872651
909	0.6465783926
910	0.6465666593
911	0.6465647128
912	0.6465582129
913	0.6465425363
914	0.6465403121
915	0.6465353548
916	0.6465186502
917	0.6465121095
918	0.6465057942
919	0.6464980954
920	0.6464921823
921	0.6464840403
922	0.6464764538
923	0.6464734039
924	0.6464596591
925	0.6464539402
926	0.6464497303
927	0.6464367734
928	0.6464344302
929	0.6464293309
930	0.6464105629
931	0.6463995318
932	0.6463968008
933	0.6463817055
934	0.6463699259
935	0.646357191
936	0.6463440475
937	0.6463388442
938	0.6463342244
939	0.6463255911
940	0.6463196318
941	0.6463115278
942	0.6462994027
943	0.6462917797
944	0.6462843068
945	0.6462756587
946	0.6462680098
947	0.6462529012
948	0.6462428175
949	0.6462257788
950	0.6462197074
951	0.6462145685
952	0.6462028383
953	0.6461966744
954	0.6461918871
955	0.6461853462
956	0.6461795728
957	0.6461753348
958	0.646160609
959	0.6461535395
960	0.64613848
961	0.6461282756
962	0.6461214684
963	0.6461112571
964	0.6461061271
965	0.646087193
966	0.6460815372
967	0.6460722445
968	0.6460707187
969	0.6460611616
970	0.646049066
971	0.6460377568
972	0.6460331735
973	0.6460266702
974	0.6460213432
975	0.6460106979
976	0.646003578
977	0.6459943533
978	0.6459906569
979	0.6459792981
980	0.6459705545
981	0.6459566583
982	0.6459410372
983	0.6459333836
984	0.6459284775
985	0.6459224862
986	0.6459147987
987	0.6459041462
988	0.6458961242
989	0.6458879307
990	0.6458781399
991	0.6458600877
992	0.6458549269
993	0.645850972
994	0.6458416937
995	0.6458343758
996	0.6458254085
997	0.6458194421
998	0.6458149499
999	0.6458080606
